Row_ID,As_Of_Date,Material_Price_Index,City,City_Tier,City_Multiplier,Labor_Day_Rate_Min,Labor_Day_Rate_Max,Room_Type,Area_Sqft,Renovation_Level,Paint_Quality,Floor_Type,Floor_Quality,Ceiling_Type,Ceiling_Quality,Has_Electrical,Furniture_Level,Kitchen_Package,Bathroom_Package,Painting_Material_Cost,Painting_Labor_Cost,Flooring_Material_Cost,Flooring_Labor_Cost,Ceiling_Material_Cost,Ceiling_Labor_Cost,Electrical_Material_Cost,Electrical_Labor_Cost,Kitchen_Package_Cost,Bathroom_Package_Cost,Plumbing_Cost,Furniture_Cost,Wastage_Sundries_Cost,Contractor_Overhead_Cost,GST_Amount,Grand_Total,Total_Cost_per_Sqft
9107,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Living Room,88,Basic,Economy,Wood_Laminate,Standard,Grid,Standard,True,None,None,None,1691,542,15792,516,7034,521,11811,605,0,0,0,0,2671,4737,8265,54184,615.73
9108,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Dining,173,Basic,Standard,Epoxy,Standard,Grid,Standard,True,Standard,None,None,3765,583,15771,747,21214,575,19673,528,0,0,0,149098,18258,25434,46016,301662,1743.71
9109,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bathroom,191,Luxury,Premium,Granite,Standard,None,None,True,None,None,Standard,4348,619,73758,842,0,0,20369,578,0,127999,78568,0,21545,101644,77449,507718,2658.21
9110,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Living Room,505,Basic,Standard,Vitrified_Tile,Standard,Grid,Standard,False,Standard,None,None,16035,1592,84780,3403,68174,1980,0,0,0,0,0,136975,26897,31294,66803,437933,867.19
9111,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Kitchen,358,Mid,Standard,Vitrified_Tile,Premium,None,None,True,None,Basic_L,None,6563,750,42286,1811,0,0,33439,1121,145599,0,24167,0,18487,39383,56449,370057,1033.68
9112,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Bedroom,157,Luxury,Premium,Granite,Premium,None,None,True,Standard,None,None,5657,705,50459,729,0,0,19412,771,0,0,0,107825,10729,48616,44082,288985,1840.67
9113,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Bathroom,499,Luxury,Economy,Ceramic_Tile,Standard,None,None,True,None,None,Standard,9894,1426,80430,2231,0,0,68012,1856,0,129676,85233,0,35793,106052,93709,614313,1231.09
9114,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Kids Room,495,Basic,Standard,Granite,Standard,None,None,False,Premium,None,None,18555,2008,172108,2942,0,0,0,0,0,0,0,388318,43487,85254,128281,840953,1698.89
9115,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Kitchen,347,Basic,Standard,Vitrified_Tile,Standard,POP,Standard,False,None,Basic_L,None,7154,653,42695,1899,42605,871,0,0,151226,0,38412,0,19722,39972,62137,407345,1173.91
9116,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Study,480,Mid,Luxury,Wood_Laminate,Standard,POP,Economy,True,Standard,None,None,14874,1029,105619,2296,44312,1643,53924,1268,0,0,0,155079,28158,77149,87363,572715,1193.16
9117,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Kitchen,79,Luxury,Economy,Vitrified_Tile,Luxury,None,None,True,None,Luxury_Island,None,2448,809,18344,898,0,0,12565,795,1342390,0,48643,0,109819,478008,362649,2377368,30093.26
9118,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Living Room,200,Basic,Standard,Epoxy,Premium,Grid,Luxury,False,None,None,None,4823,577,24749,889,30692,772,0,0,0,0,0,0,3379,7500,13209,86590,432.95
9119,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Study,137,Mid,Economy,Wood_Laminate,Economy,POP,Luxury,True,Standard,None,None,2720,674,18135,755,14600,602,18976,568,0,0,0,100771,9455,34558,36327,238141,1738.25
9120,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Kitchen,286,Basic,Economy,Vitrified_Tile,Standard,Grid,Standard,False,None,Basic_L,None,5390,1066,53355,1603,40446,941,0,0,167687,0,30165,0,20071,32771,63629,417124,1458.47
9121,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Dining,145,Luxury,Economy,Ceramic_Tile,Economy,None,None,True,Basic,None,None,5536,878,26243,1082,0,0,16044,905,0,0,0,45223,6464,26088,23123,151586,1045.42
9122,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Living Room,137,Mid,Economy,Ceramic_Tile,Standard,Grid,Standard,False,Basic,None,None,2582,516,14538,608,13999,501,0,0,0,0,0,43927,7240,18018,18347,120276,877.93
9123,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Kitchen,163,Mid,Standard,Granite,Economy,Grid,Economy,True,None,Basic_L,None,4138,837,70286,1046,24527,751,30868,846,154725,0,55882,0,33442,72908,81046,531304,3259.53
9124,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Kids Room,517,Mid,Standard,Wood_Laminate,Premium,None,None,False,Premium,None,None,17369,2084,155157,3258,0,0,0,0,0,0,0,408704,44408,123767,135855,890602,1722.63
9125,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Living Room,223,Basic,Premium,Ceramic_Tile,Economy,None,None,False,None,None,None,6052,835,17895,1392,0,0,0,0,0,0,0,0,1540,2879,5507,36098,161.88
9126,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Bedroom,523,Basic,Standard,Ceramic_Tile,Standard,Grid,Economy,True,None,None,None,11055,1304,51576,3218,57199,2037,80721,1666,0,0,0,0,16627,25679,45195,296277,566.5
9127,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Study,176,Luxury,Standard,Epoxy,Standard,None,None,True,Basic,None,None,3374,653,20577,896,0,0,20779,573,0,0,0,28657,6736,25296,19357,126898,721.01
9128,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Dining,543,Basic,Economy,Ceramic_Tile,Standard,None,None,True,Basic,None,None,12567,1249,76767,2193,0,0,67635,1792,0,0,0,32571,16380,27268,42916,281338,518.12
9129,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Kids Room,74,Luxury,Standard,Ceramic_Tile,Luxury,None,None,True,Basic,None,None,2626,654,12104,714,0,0,11638,622,0,0,0,68052,5748,33551,24428,160138,2164.02
9130,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Living Room,350,Mid,Standard,Vitrified_Tile,Standard,Grid,Standard,False,Basic,None,None,6896,732,50462,1792,41683,1267,0,0,0,0,0,59896,13246,28966,36889,241830,690.94
9131,2025-09-07,1.0,Guwahati,Tier-3,0.92,500,640,Kids Room,476,Mid,Standard,Vitrified_Tile,Premium,Grid,Economy,True,Premium,None,None,13022,1152,91233,2388,56125,1952,61741,1333,0,0,0,290732,29444,106534,118018,773675,1625.37
9132,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Bedroom,443,Mid,Standard,Vitrified_Tile,Economy,Grid,Standard,False,None,None,None,12399,1115,36886,1678,54786,1644,0,0,0,0,0,0,8664,17361,24216,158749,358.35
9133,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Kids Room,255,Luxury,Economy,Marble,Economy,Grid,Standard,True,None,None,None,7499,722,123734,1355,23904,935,28887,782,0,0,0,0,13126,58035,46616,305594,1198.41
9134,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Bedroom,323,Mid,Standard,Engineered_Wood,Luxury,POP,Premium,True,None,None,None,9387,837,146522,1574,37274,1365,26596,1242,0,0,0,0,19393,51928,53301,349418,1081.79
9135,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Study,196,Luxury,Economy,Wood_Laminate,Economy,None,None,True,None,None,None,6629,786,42826,1039,0,0,33841,1065,0,0,0,0,6362,28269,21747,142563,727.36
9136,2025-09-07,1.0,Pune,Metro,1.2,700,850,Bathroom,204,Luxury,Economy,Vitrified_Tile,Economy,None,None,True,None,None,Premium,7676,748,34603,1297,0,0,35773,869,0,236890,81373,0,36130,133343,102366,671069,3289.55
9137,2025-09-07,1.0,Pune,Metro,1.2,700,850,Kids Room,392,Luxury,Standard,Marble,Premium,POP,Premium,True,Standard,None,None,15877,1443,491473,2817,50702,2112,65590,1959,0,0,0,107159,49004,206218,178984,1173338,2993.21
9138,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Kitchen,397,Basic,Economy,Ceramic_Tile,Standard,None,None,True,None,Basic_L,None,6568,1264,53680,3077,0,0,39170,1185,245780,0,38923,0,20281,48316,82484,540729,1362.04
9139,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Dining,158,Luxury,Standard,Vitrified_Tile,Standard,None,None,True,Basic,None,None,4717,696,22174,715,0,0,20003,617,0,0,0,60181,10443,29458,26821,175824,1112.81
9140,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Kitchen,197,Basic,Premium,Vitrified_Tile,Standard,None,None,True,None,Basic_L,None,4373,671,27366,873,0,0,27236,711,149705,0,29287,0,12641,33871,51612,338346,1717.49
9141,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Living Room,511,Mid,Economy,Engineered_Wood,Standard,Gypsum,Standard,True,Standard,None,None,13902,2076,208283,4391,74412,2819,41329,2062,0,0,0,165537,33427,95754,115918,759909,1487.1
9142,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Kids Room,243,Basic,Economy,Engineered_Wood,Standard,None,None,True,Standard,None,None,4268,601,50295,1290,0,0,29910,799,0,0,0,138725,12115,27558,47801,313363,1289.56
9143,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Kids Room,104,Luxury,Standard,Ceramic_Tile,Premium,None,None,True,Premium,None,None,3706,836,21246,802,0,0,20011,937,0,0,0,406335,31600,158402,115898,759774,7305.51
9144,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Kitchen,197,Basic,Standard,Granite,Standard,Grid,Economy,True,None,Basic_L,None,4609,727,91504,869,27641,931,25679,721,158481,0,27036,0,26756,36864,72327,474145,2406.83
9145,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Dining,148,Basic,Premium,Marble,Luxury,POP,Economy,True,Basic,None,None,5042,634,94462,690,11186,634,15880,637,0,0,0,53466,9295,19176,37999,249103,1683.13
9146,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Kitchen,309,Luxury,Standard,Vitrified_Tile,Standard,Grid,Economy,True,None,Luxury_Island,None,7471,757,56867,1437,34804,1488,27951,1141,1226435,0,37157,0,113107,467496,355700,2331812,7546.32
9147,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Study,131,Basic,Economy,Ceramic_Tile,Premium,Grid,Standard,True,Basic,None,None,3647,729,23906,694,21914,620,15878,743,0,0,0,61218,9445,16945,28033,183770,1402.83
9148,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Bedroom,463,Basic,Premium,Engineered_Wood,Luxury,POP,Standard,False,Basic,None,None,15217,1386,271761,3685,81411,2209,0,0,0,0,0,81059,42304,67596,101993,668621,1444.11
9149,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Kids Room,97,Luxury,Standard,Granite,Economy,POP,Standard,True,Basic,None,None,2176,518,34797,600,12424,612,7295,601,0,0,0,41445,8825,25820,24320,159434,1643.65
9150,2025-09-07,1.0,Pune,Metro,1.2,700,850,Living Room,431,Mid,Standard,Engineered_Wood,Standard,POP,Standard,True,Standard,None,None,12337,1837,124946,2142,59671,2111,38490,1763,0,0,0,160106,33011,99640,96490,632544,1467.62
9151,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Kids Room,125,Mid,Standard,Vitrified_Tile,Standard,None,None,False,None,None,None,2793,626,15920,663,0,0,0,0,0,0,0,0,1574,3840,4575,29991,239.93
9152,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Kitchen,285,Basic,Standard,Vitrified_Tile,Economy,None,None,False,None,Basic_L,None,4954,790,22865,1175,0,0,0,0,157912,0,44304,0,17737,31088,50548,331372,1162.71
9153,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Living Room,194,Luxury,Standard,Wood_Laminate,Standard,None,None,True,Standard,None,None,4919,645,27345,998,0,0,13414,706,0,0,0,123313,11841,47975,41608,272766,1406.01
9154,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Living Room,432,Luxury,Standard,Vitrified_Tile,Premium,None,None,True,Basic,None,None,9624,1505,54920,3134,0,0,65643,1297,0,0,0,32394,11185,50892,41507,272102,629.86
9155,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Bedroom,422,Mid,Economy,Wood_Laminate,Premium,Gypsum,Standard,False,None,None,None,7453,810,101579,2073,59957,1411,0,0,0,0,0,0,14312,28938,38976,255508,605.47
9156,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Bedroom,388,Basic,Standard,Granite,Standard,None,None,False,None,None,None,11215,950,123618,1933,0,0,0,0,0,0,0,0,8806,18316,29671,194508,501.31
9157,2025-09-07,1.0,Jaipur,Tier-2,0.95,550,700,Bathroom,119,Mid,Standard,Ceramic_Tile,Standard,None,None,True,None,None,Basic,2975,599,12467,585,0,0,7951,665,0,102060,88217,0,16538,51940,51119,335116,2816.1
9158,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Study,290,Luxury,Premium,Ceramic_Tile,Standard,Grid,Premium,True,Standard,None,None,8613,639,26719,1206,41460,1346,26734,559,0,0,0,112292,11143,63675,52989,347375,1197.85
9159,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Kitchen,250,Basic,Standard,Vitrified_Tile,Economy,Grid,Economy,True,None,Basic_L,None,6639,777,40296,1327,38554,1105,30535,1351,170862,0,63918,0,33985,35892,76543,501784,2007.13
9160,2025-09-07,1.0,Patna,Tier-3,0.88,450,600,Kids Room,277,Luxury,Standard,Engineered_Wood,Economy,Grid,Standard,True,Premium,None,None,6972,786,79714,982,33550,954,31448,974,0,0,0,336939,34949,151635,122203,801107,2892.08
9161,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Kids Room,274,Basic,Premium,Marble,Standard,Gypsum,Standard,False,Premium,None,None,9325,657,125590,1659,41217,1174,0,0,0,0,0,411183,40018,63216,124927,818965,2988.92
9162,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Dining,291,Basic,Standard,Engineered_Wood,Economy,POP,Premium,True,None,None,None,4823,635,63880,1441,46051,1027,22389,1101,0,0,0,0,9829,14983,29908,196067,673.77
9163,2025-09-07,1.0,Pune,Metro,1.2,700,850,Kids Room,453,Basic,Premium,Wood_Laminate,Economy,Grid,Standard,True,Basic,None,None,14457,1657,70247,3135,55760,1904,78918,2297,0,0,0,64537,20333,33685,62447,409376,903.7
9164,2025-09-07,1.0,Nagpur,Tier-2,0.95,520,680,Bedroom,184,Mid,Standard,Ceramic_Tile,Premium,Gypsum,Standard,True,None,None,None,4424,630,32898,735,31782,634,27667,637,0,0,0,0,7159,24056,23512,154134,837.68
9165,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Bathroom,281,Basic,Standard,Ceramic_Tile,Economy,None,None,True,None,None,Basic,10157,923,40826,1636,0,0,43397,1342,0,178538,98455,0,19447,47660,79629,522010,1857.69
9166,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Study,462,Luxury,Premium,Ceramic_Tile,Standard,Grid,Economy,True,Basic,None,None,11293,1598,40463,2756,42060,1777,52264,1707,0,0,0,68118,18490,77047,57163,374737,811.12
9167,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Study,495,Mid,Standard,Granite,Premium,Gypsum,Standard,False,None,None,None,10973,1936,147938,3636,75739,1897,0,0,0,0,0,0,15671,54477,56208,368474,744.39
9168,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Kids Room,316,Basic,Standard,Vitrified_Tile,Standard,None,None,False,Basic,None,None,7786,772,52690,1585,0,0,0,0,0,0,0,30281,6084,9684,19599,128481,406.59
9169,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Bathroom,134,Mid,Premium,Ceramic_Tile,Premium,None,None,True,None,None,Standard,3198,654,17082,654,0,0,13107,618,0,135845,47009,0,17087,41234,49768,326255,2434.74
9170,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Living Room,496,Mid,Economy,Vitrified_Tile,Standard,POP,Standard,False,Standard,None,None,17938,1534,84115,2678,50050,2649,0,0,0,0,0,114230,23249,42891,61080,400415,807.29
9171,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Kitchen,522,Basic,Premium,Vitrified_Tile,Economy,POP,Economy,True,None,Basic_L,None,15038,1380,76925,1885,39346,1982,42375,1313,206727,0,42498,0,22335,61414,92379,605598,1160.15
9172,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Kitchen,384,Basic,Premium,Vitrified_Tile,Economy,Grid,Economy,False,None,Basic_L,None,14432,1177,44873,1852,35122,1470,0,0,172041,0,45644,0,21234,45592,69019,452456,1178.27
9173,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Kitchen,257,Basic,Standard,Vitrified_Tile,Economy,None,None,False,None,Basic_L,None,8634,1093,46899,1542,0,0,0,0,228163,0,50644,0,32605,44481,74531,488592,1901.14
9174,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Kitchen,82,Mid,Premium,Granite,Standard,None,None,True,None,Basic_L,None,2121,606,31893,628,0,0,6613,659,152971,0,35128,0,15497,52812,53807,352734,4301.63
9175,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Kitchen,149,Mid,Standard,Ceramic_Tile,Standard,Gypsum,Standard,True,None,Standard_L,None,5610,826,16027,1100,32898,1058,13406,875,351204,0,30385,0,23278,106547,104979,688194,4618.75
9176,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Dining,534,Luxury,Standard,Vitrified_Tile,Standard,None,None,False,Standard,None,None,16984,1382,92935,1991,0,0,0,0,0,0,0,105254,19077,63597,54219,355438,665.61
9177,2025-09-07,1.0,Kolkata,Metro,1.0,600,750,Bathroom,492,Basic,Standard,Granite,Premium,None,None,False,None,None,Basic,13265,1457,170210,3525,0,0,0,0,0,114099,61630,0,19489,38604,76010,498290,1012.78
9178,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Kids Room,327,Luxury,Economy,Ceramic_Tile,Standard,POP,Premium,True,None,None,None,10334,1277,54491,2539,50492,1371,36684,1186,0,0,0,0,7896,53531,39564,259366,793.17
9179,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Living Room,458,Basic,Premium,Wood_Laminate,Economy,POP,Premium,False,None,None,None,16026,1237,112115,1951,62380,1892,0,0,0,0,0,0,18962,24450,43023,282036,615.8
9180,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Study,97,Luxury,Standard,Vitrified_Tile,Economy,Grid,Economy,True,None,None,None,3640,867,19690,846,13773,755,9817,773,0,0,0,0,4556,14597,12476,81790,843.2
9181,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Bedroom,212,Luxury,Premium,Vitrified_Tile,Standard,POP,Premium,True,Premium,None,None,6844,599,30861,1406,22239,803,28668,679,0,0,0,398698,24793,143313,118602,777505,3667.48
9182,2025-09-07,1.0,Mysuru,Tier-3,0.94,520,660,Living Room,492,Basic,Standard,Ceramic_Tile,Premium,POP,Premium,True,None,None,None,14816,1065,65066,1832,64900,1597,32699,1795,0,0,0,0,13393,23155,39657,259974,528.4
9183,2025-09-07,1.0,Varanasi,Tier-3,0.9,480,620,Bathroom,287,Mid,Economy,Granite,Economy,None,None,False,None,None,Basic,5906,617,53204,1100,0,0,0,0,0,85386,56130,0,17021,30352,44949,294664,1026.7
9184,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Study,547,Basic,Standard,Vitrified_Tile,Luxury,Grid,Economy,True,Basic,None,None,14574,1239,93134,2058,43015,2294,78740,1694,0,0,0,45809,25994,34754,61795,405100,740.59
9185,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Study,214,Basic,Standard,Marble,Standard,None,None,False,Standard,None,None,7525,888,163266,1938,0,0,0,0,0,0,0,135803,20329,35893,65815,431457,2016.15
9186,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Living Room,102,Basic,Luxury,Marble,Economy,POP,Luxury,True,None,None,None,3032,658,35566,624,16618,626,8302,600,0,0,0,0,3273,6933,13722,89953,881.89
9187,2025-09-07,1.0,Pune,Metro,1.2,700,850,Living Room,270,Mid,Premium,Ceramic_Tile,Premium,Grid,Premium,False,Premium,None,None,13564,1027,38492,1288,45584,1536,0,0,0,0,0,570710,54057,149901,157709,1033868,3829.14
9188,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Dining,499,Basic,Standard,Ceramic_Tile,Economy,None,None,True,None,None,None,12841,1505,62744,2018,0,0,37125,1651,0,0,0,0,5672,12967,24574,161097,322.84
9189,2025-09-07,1.0,Chennai,Metro,1.1,650,800,Kids Room,433,Mid,Luxury,Vitrified_Tile,Premium,None,None,True,None,None,None,17874,1631,84917,2571,0,0,43533,1527,0,0,0,0,12250,24024,33899,222227,513.23
9190,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Kitchen,107,Luxury,Standard,Ceramic_Tile,Economy,Gypsum,Luxury,True,None,Luxury_Island,None,3255,497,12368,578,25298,585,12483,505,467699,0,40735,0,51502,141565,136272,893342,8348.99
9191,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Kitchen,71,Basic,Economy,Vitrified_Tile,Economy,None,None,True,None,Basic_L,None,1552,554,9252,488,0,0,7917,499,267554,0,50726,0,18941,49427,73244,480152,6762.71
9192,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Dining,181,Mid,Standard,Ceramic_Tile,Standard,None,None,True,None,None,None,4081,679,30231,994,0,0,18351,667,0,0,0,0,4305,10506,12567,82381,455.14
9193,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Bedroom,399,Basic,Standard,Ceramic_Tile,Premium,None,None,False,None,None,None,8632,929,44563,2352,0,0,0,0,0,0,0,0,4629,5704,12026,78835,197.58
9194,2025-09-07,1.0,Pune,Metro,1.2,700,850,Kids Room,528,Basic,Economy,Vitrified_Tile,Premium,None,None,False,None,None,None,16684,1588,139985,2891,0,0,0,0,0,0,0,0,12965,23528,35575,233216,441.7
9195,2025-09-07,1.0,Coimbatore,Tier-2,0.95,520,660,Kids Room,232,Luxury,Economy,Vitrified_Tile,Economy,Grid,Standard,True,Basic,None,None,5439,658,36353,780,20001,689,30402,618,0,0,0,50303,10324,41685,35505,232757,1003.26
9196,2025-09-07,1.0,Delhi,Metro,1.2,750,900,Bedroom,420,Mid,Standard,Vitrified_Tile,Premium,Grid,Standard,False,None,None,None,12818,1728,54814,2183,70390,2586,0,0,0,0,0,0,11108,28326,33111,217064,516.82
9197,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Kids Room,267,Basic,Luxury,Ceramic_Tile,Economy,None,None,False,Basic,None,None,6719,690,19874,1140,0,0,0,0,0,0,0,47911,4948,10534,16527,108342,405.77
9198,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Living Room,469,Luxury,Premium,Vitrified_Tile,Standard,Gypsum,Premium,True,Basic,None,None,14382,1676,83737,3046,89995,2663,42976,1153,0,0,0,30271,24221,90146,69168,453433,966.81
9199,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Bedroom,188,Basic,Standard,Granite,Premium,POP,Standard,False,Standard,None,None,6163,880,85233,1174,31697,1248,0,0,0,0,0,132328,20554,28201,55346,362825,1929.92
9200,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Dining,286,Mid,Premium,Vitrified_Tile,Standard,None,None,True,Basic,None,None,10139,535,25542,1608,0,0,32123,990,0,0,0,66267,10919,31420,32318,211862,740.78
9201,2025-09-07,1.0,Ranchi,Tier-3,0.9,480,620,Dining,348,Basic,Premium,Vitrified_Tile,Standard,POP,Standard,False,Basic,None,None,8831,1011,46673,1636,33747,907,0,0,0,0,0,67292,14286,16970,34444,225798,648.84
9202,2025-09-07,1.0,Lucknow,Tier-2,0.92,500,650,Kitchen,108,Luxury,Premium,Ceramic_Tile,Standard,None,None,False,None,Luxury_Island,None,3151,506,14818,652,0,0,0,0,582080,0,31816,0,32889,217127,158947,1041987,9648.03
9203,2025-09-07,1.0,Bangalore,Metro,1.25,750,900,Kids Room,113,Luxury,Luxury,Engineered_Wood,Standard,Grid,Premium,True,Premium,None,None,4351,787,50656,919,27078,899,19000,787,0,0,0,611848,62724,218479,179555,1177084,10416.67
9204,2025-09-07,1.0,Ahmedabad,Metro,1.05,600,750,Bedroom,515,Luxury,Standard,Ceramic_Tile,Premium,POP,Luxury,True,None,None,None,10810,1911,52394,2923,91775,2423,75417,2112,0,0,0,0,17916,80561,60884,399126,775.0
9205,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Dining,429,Mid,Economy,Marble,Luxury,Gypsum,Standard,True,Standard,None,None,11839,1057,381156,2932,91053,1605,51660,1569,0,0,0,89259,33499,120737,141546,927911,2162.96
9206,2025-09-07,1.0,Kanpur,Tier-3,0.9,480,620,Kids Room,509,Mid,Economy,Ceramic_Tile,Standard,Grid,Premium,False,Standard,None,None,7956,1056,67419,1892,48352,1953,0,0,0,0,0,154155,17995,68999,66560,436337,857.24
9207,2025-09-07,1.0,Indore,Tier-2,0.96,550,700,Study,527,Basic,Economy,Ceramic_Tile,Standard,Gypsum,Standard,True,Basic,None,None,12807,1403,63552,2490,96060,2166,68830,1760,0,0,0,73474,26842,47736,71482,468603,889.19
9208,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Bedroom,276,Basic,Standard,Marble,Standard,None,None,True,Standard,None,None,4782,717,99119,1627,0,0,37776,997,0,0,0,118829,23850,34564,58007,380267,1377.78
9209,2025-09-07,1.0,Vadodara,Tier-2,0.98,550,700,Bedroom,181,Mid,Standard,Engineered_Wood,Luxury,None,None,False,Basic,None,None,3675,578,57677,797,0,0,0,0,0,0,0,72508,12910,24883,31145,204173,1128.03
9210,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Bedroom,105,Mid,Economy,Epoxy,Economy,None,None,True,Standard,None,None,2166,828,10935,842,0,0,17369,742,0,0,0,191086,14635,45914,51213,335730,3197.43
9211,2025-09-07,1.0,Chandigarh,Tier-2,1.02,600,750,Living Room,99,Luxury,Economy,Wood_Laminate,Standard,Grid,Standard,True,Basic,None,None,2395,728,17442,621,9515,733,14994,642,0,0,0,62741,9751,30528,27016,177106,1788.95
9212,2025-09-07,1.0,Mumbai,Metro,1.3,800,950,Dining,147,Mid,Economy,Engineered_Wood,Premium,Grid,Standard,True,None,None,None,3847,827,72947,1056,19596,864,21542,810,0,0,0,0,10427,19803,27309,179027,1217.87
9213,2025-09-07,1.0,Hyderabad,Metro,1.15,700,850,Kitchen,411,Mid,Premium,Ceramic_Tile,Economy,Gypsum,Premium,False,None,Standard_L,None,17914,1092,38579,2762,71814,1611,0,0,280444,0,49044,0,26912,98674,105992,694838,1690.6
9214,2025-09-07,1.0,Surat,Tier-2,1.0,550,700,Living Room,271,Luxury,Economy,Ceramic_Tile,Standard,POP,Luxury,True,Standard,None,None,7277,758,42098,1469,42607,1115,24245,812,0,0,0,161220,20572,91802,70916,464891,1715.47
9215,2025-09-07,1.0,Bhopal,Tier-2,0.93,500,640,Kitchen,217,Mid,Premium,Vitrified_Tile,Economy,None,None,True,None,Standard_L,None,7499,504,18406,1152,0,0,26845,529,174519,0,55587,0,21068,56153,65207,427469,1969.91
